SBD,Toán,Ngữ văn,Ngoại ngữ,Vật lý,Hóa học,Sinh học,KHTN,Lịch sử,Địa lý,GDCD,KHXH
52001782,7.60,8.00,9.00,,,,,4.50,6.25,7.50,6.08
52001783,6.00,7.25,5.80,,,,,5.25,6.50,8.00,6.58
52001784,7.20,7.00,8.60,,,,,6.00,7.00,9.50,7.50
52001785,8.20,8.00,8.60,6.50,6.00,4.75,5.75,,,,
52001786,5.80,7.00,8.00,,,,,5.00,7.00,7.50,6.50
52001787,8.20,8.00,7.60,7.00,7.00,4.25,6.08,,,,
52001788,6.60,6.75,6.60,,,,,4.00,6.75,7.00,5.91
52001789,8.00,7.75,4.40,6.25,7.25,6.50,6.66,,,,
52001790,7.80,7.75,9.00,,,,,7.50,8.00,9.75,8.41
52001791,8.00,7.75,8.40,5.25,6.75,7.00,6.33,,,,
52001792,8.00,8.00,9.40,,,,,9.00,7.75,9.50,8.75
52001793,8.80,8.75,9.60,8.00,5.75,7.00,6.91,,,,
52001794,6.80,6.00,9.60,5.75,6.00,4.50,5.41,,,,
52001795,5.00,6.50,6.40,,,,,4.75,8.25,9.50,7.50
52001796,4.40,5.50,4.20,3.50,4.75,2.50,3.58,,,,
52001797,7.60,7.75,7.80,,,,,5.25,7.75,9.00,7.33
52001798,8.80,7.25,9.00,8.00,10.00,6.50,8.16,,,,
52001799,5.60,4.50,3.20,,,,,4.25,6.25,7.75,6.08
52001800,4.60,6.75,3.80,3.50,4.50,4.00,4.00,,,,
52001801,7.80,7.25,5.80,,,,,3.50,6.75,8.25,6.16
52001802,8.80,8.25,9.40,6.25,8.50,6.25,7.00,,,,
52001803,7.60,7.75,7.20,6.25,4.75,5.25,5.41,,,,
52001804,8.00,7.50,8.60,6.25,8.25,7.50,7.33,,,,
52001805,8.60,7.50,8.80,8.00,8.25,7.75,8.00,,,,
52001806,8.80,7.00,,7.75,8.50,8.75,8.33,,,,
52001807,8.00,6.50,,5.25,7.75,8.75,7.25,,,,
52001808,6.20,6.00,7.20,,,,,4.25,6.75,8.00,6.33
52001809,7.20,6.50,3.60,,,,,3.50,7.75,8.00,6.41
52001810,8.60,7.50,9.40,8.25,5.75,6.00,6.66,,,,
52001811,7.20,7.25,9.20,6.00,8.00,4.50,6.16,,,,
52001812,7.20,4.00,6.60,,,,,4.00,6.00,7.00,5.66
52001813,8.40,4.25,9.60,7.50,4.00,3.75,5.08,,,,
52001814,8.00,7.50,9.00,,,,,5.75,7.75,9.50,7.66
52001815,4.60,5.75,8.00,4.00,2.75,4.50,3.75,,,,
52001816,8.20,7.50,6.60,6.50,8.00,5.75,6.75,,,,
52001817,7.40,4.75,7.40,5.50,3.25,5.00,4.58,,,,
52001818,9.20,7.00,9.80,,,,,7.50,8.00,9.00,8.16
52001819,9.60,4.25,,7.75,8.50,9.75,8.66,,,,
52001820,8.00,8.75,9.40,,,,,7.50,8.25,10.00,8.58
52001821,7.20,7.50,5.40,5.50,6.50,5.00,5.66,,,,
52001822,8.00,7.00,9.40,7.00,7.75,6.50,7.08,,,,
52001823,8.00,7.50,9.40,6.25,6.00,3.50,5.25,,,,
52001824,6.80,8.00,8.60,,,,,6.75,8.00,9.25,8.00
52001825,7.80,7.75,9.00,,,,,6.00,8.50,9.50,8.00
52001826,7.80,5.75,7.40,7.25,5.25,3.50,5.33,,,,
52001827,6.40,6.25,7.60,5.75,5.75,5.75,5.75,,,,
52001828,8.20,7.00,6.20,6.50,7.50,6.75,6.91,,,,
52001829,9.20,6.00,,7.75,8.25,6.00,7.33,,,,
52001830,7.60,6.75,6.40,6.25,5.00,4.50,5.25,,,,
52001832,7.80,7.25,9.60,,,,,6.00,7.25,10.00,7.75
52001833,8.80,7.50,9.40,,,,,5.75,8.00,9.00,7.58
52001834,8.40,7.25,8.20,,,,,8.25,8.25,9.75,8.75
52001835,6.40,6.50,4.20,,,,,4.25,7.00,7.00,6.08
52001836,8.40,6.75,9.00,8.00,7.00,6.25,7.08,,,,
52001837,6.80,6.25,4.80,5.00,2.50,4.50,4.00,,,,
52001838,7.20,6.25,8.40,4.00,3.50,3.50,3.66,,,,
52001839,8.00,4.50,8.40,6.50,4.50,7.50,6.16,,,,
52001840,7.40,7.00,7.20,5.75,7.75,5.00,6.16,,,,
52001841,8.80,6.25,9.80,7.75,6.50,7.00,7.08,,,,
52001842,6.60,4.50,9.80,6.00,6.25,5.75,6.00,,,,
52001844,6.40,7.75,7.60,,,,,6.25,7.00,9.75,7.66
52001845,7.40,6.75,6.20,7.00,6.00,5.50,6.16,,,,
52001846,5.80,8.50,5.40,5.75,6.50,4.75,5.66,,,,
52001847,5.60,5.75,8.00,,,,,5.00,5.50,6.50,5.66
52001848,8.20,6.50,7.40,6.00,6.25,4.75,5.66,,,,
